Location,DateTime(UTC),Wind Dir,Wind Spd(kt),Max Gust(kt),Temp,Dew Point,RH,Rainfall(mm),Pressure,Cloud
NZWHX,202402151800,60,7,10,19.7,17.3,85.7,0.0,1026.8,-999
NZWHX,202402151830,70,6,10,20.8,17.5,81.3,0.0,1027.0,-999
NZWHX,202402151900,270,3,9,21.0,17.3,79.4,0.0,1027.4,-999
NZWHX,202402151930,320,8,13,19.3,17.5,89.2,0.0,1027.7,-999
NZWHX,202402152000,300,7,13,18.4,17.7,95.7,0.4,1027.7,-999
NZWHX,202402152030,300,7,12,18.5,17.9,96.6,1.0,1027.9,-999
NZWHX,202402152100,340,5,11,19.7,18.5,92.8,0.6,1028.0,-999
NZWHX,202402152130,40,4,9,21.8,18.0,78.7,0.0,1028.0,-999
NZWHX,202402152200,40,5,7,23.8,18.4,72.1,0.0,1027.9,-999
NZWHX,202402152230,70,7,9,23.7,18.5,72.6,0.0,1027.9,-999
NZWHX,202402152300,100,7,10,24.8,18.9,69.9,0.0,1027.7,-999
NZWRX,202402150000,10,4,12,21.3,13.6,61.7,0.0,-999,-999
NZWRX,202402150100,360,5,11,20.2,13.5,65.2,0.0,-999,-999
NZWRX,202402150200,10,4,11,21.0,14.7,67.4,0.0,-999,-999
NZWRX,202402150300,30,3,11,21.5,16.1,71.5,0.0,-999,-999
NZWRX,202402150400,360,3,9,23.1,15.8,63.6,0.0,-999,-999
NZWRX,202402150500,360,5,10,23.2,11.9,48.8,0.0,-999,-999
NZWRX,202402150600,360,4,13,21.8,11.4,51.4,0.0,-999,-999
NZWRX,202402150700,360,3,9,19.3,11.3,59.6,0.0,-999,-999
NZWRX,202402150800,330,7,12,18.8,11.9,64.3,0.0,-999,-999
NZWRX,202402150900,290,5,13,17.8,12.2,69.8,0.0,-999,-999
NZWRX,202402151000,290,6,15,17.4,12.1,71.1,0.0,-999,-999
NZWRX,202402151100,300,6,16,16.9,11.8,71.7,0.0,-999,-999
NZWRX,202402151200,290,6,16,16.2,12.0,75.9,0.0,-999,-999
NZWRX,202402151300,300,7,14,16.2,12.2,77.0,0.0,-999,-999
NZWRX,202402151400,300,7,16,16.6,11.9,73.8,0.0,-999,-999
NZWRX,202402151500,310,6,14,16.6,12.0,74.4,0.0,-999,-999
NZWRX,202402151600,310,5,15,16.2,12.1,76.6,0.0,-999,-999
NZWRX,202402151700,270,4,13,15.9,12.0,77.5,0.0,-999,-999
NZWRX,202402151800,270,4,10,16.5,11.5,72.4,0.0,-999,-999
NZWRX,202402151900,280,3,7,17.2,11.4,68.4,0.0,-999,-999
NZWRX,202402152000,250,3,9,18.7,11.8,64.2,0.0,-999,-999
NZWRX,202402152100,230,2,8,20.3,11.6,57.3,0.0,-999,-999
NZWRX,202402152200,340,3,7,20.7,11.4,55.3,0.0,-999,-999
NZWRX,202402152300,270,2,7,20.7,10.9,53.5,0.0,-999,-999
NZWK,202402142330,30,8,-999,23,16,-999,-999,1025,-999
NZWK,202402150000,20,8,-999,24,17,-999,-999,1025,-999
NZWK,202402150030,20,10,-999,24,16,-999,-999,1025,-999
NZWK,202402150100,10,10,-999,24,16,-999,-999,1025,-999
NZWK,202402150130,10,9,-999,24,15,-999,-999,1025,-999
NZWK,202402150200,20,9,-999,24,16,-999,-999,1025,-999
NZWK,202402150230,10,9,-999,24,17,-999,-999,1025,-999
NZWK,202402150300,10,8,-999,24,17,-999,-999,1025,-999
NZWK,202402150330,10,9,-999,24,17,-999,-999,1025,-999
NZWK,202402150400,360,9,-999,24,17,-999,-999,1025,-999
NZWK,202402150430,360,9,-999,24,16,-999,-999,1025,-999
NZWK,202402150500,360,9,-999,23,16,-999,-999,1025,-999
NZWK,202402150530,350,9,-999,23,16,-999,-999,1025,-999
NZWK,202402150600,340,8,-999,23,16,-999,-999,1025,-999
NZWK,202402150630,340,8,-999,22,16,-999,-999,1025,-999
NZWK,202402150700,330,6,-999,22,16,-999,-999,1026,-999
NZWK,202402150730,330,6,-999,21,16,-999,-999,1026,-999
NZWK,202402150800,330,5,-999,21,16,-999,-999,1026,FEW025 
NZWK,202402150830,330,4,-999,21,16,-999,-999,1026,FEW028 
NZWK,202402150900,330,5,-999,21,16,-999,-999,1027,FEW027 
NZWK,202402150930,330,5,-999,21,17,-999,-999,1027,SCT030 
NZWK,202402151000,330,4,-999,20,17,-999,-999,1026,FEW027 
NZWK,202402151030,320,4,-999,20,17,-999,-999,1026,SCT027 
NZWK,202402151100,260,2,-999,18,16,-999,-999,1027,FEW025 BKN042 
NZWK,202402151130,320,3,-999,18,16,-999,-999,1026,BKN044 
NZWK,202402151200,160,2,-999,17,16,-999,-999,1026,FEW045 OVC055 
NZWK,202402151230,170,1,-999,17,16,-999,-999,1026,FEW023 BKN065 
NZWK,202402151300,190,3,-999,18,16,-999,-999,1026,FEW023 BKN043 OVC065
NZWK,202402151330,180,3,-999,17,15,-999,-999,1026,FEW026 BKN049 
NZWK,202402151400,160,4,-999,17,15,-999,-999,1026,FEW050 
NZWK,202402151430,140,3,-999,16,15,-999,-999,1026,-999
NZWK,202402151500,150,3,-999,16,15,-999,-999,1026,-999
NZWK,202402151530,150,5,-999,15,14,-999,-999,1026,-999
NZWK,202402151600,180,4,-999,15,14,-999,-999,1026,-999
NZWK,202402151630,170,3,-999,15,14,-999,-999,1026,FEW022 
NZWK,202402151700,190,3,-999,15,14,-999,-999,1026,SCT024 BKN050 
NZWK,202402151730,190,2,-999,15,14,-999,-999,1026,OVC055 
NZWK,202402151800,200,2,-999,15,14,-999,-999,1027,FEW022 BKN055 
NZWK,202402151830,140,3,-999,16,15,-999,-999,1027,SCT055 
NZWK,202402151900,120,3,-999,18,17,-999,-999,1027,BKN055 
NZWK,202402151930,170,5,-999,20,17,-999,-999,1027,BKN060 
NZWK,202402152000,130,2,-999,22,18,-999,-999,1027,BKN060 
NZWK,202402152030,130,3,-999,23,17,-999,-999,1027,FEW060 
NZWK,202402152100,240,2,-999,23,16,-999,-999,1027,-999
NZWK,202402152130,10,6,-999,23,17,-999,-999,1027,SCT026 
NZWK,202402152200,30,7,-999,24,17,-999,-999,1027,-999
NZWK,202402152230,10,7,-999,24,16,-999,-999,1027,-999
NZWK,202402152300,360,8,-999,24,16,-999,-999,1027,-999
NZWKA,202402142330,30,8,12,23.3,16.3,64.7,0.0,1025.7,-999
NZWKA,202402150000,20,8,12,23.8,16.5,63.9,0.0,1025.6,-999
NZWKA,202402150030,20,10,14,23.5,15.6,61.3,0.0,1025.3,-999
NZWKA,202402150100,10,10,14,23.9,16.0,61.5,0.0,1025.3,-999
NZWKA,202402150130,10,9,13,23.6,15.1,58.9,0.0,1025.1,-999
NZWKA,202402150200,20,9,13,23.6,15.9,62.1,0.0,1025.3,-999
NZWKA,202402150230,10,9,13,24.1,16.5,62.6,0.0,1025.3,-999
NZWKA,202402150300,10,8,13,24.0,16.5,62.9,0.0,1025.2,-999
NZWKA,202402150330,10,9,13,23.7,16.8,65.3,0.0,1025.0,-999
NZWKA,202402150400,360,9,13,24.0,16.5,62.6,0.0,1025.0,-999
NZWKA,202402150430,360,9,13,23.5,15.8,62.1,0.0,1025.2,-999
NZWKA,202402150500,360,9,13,23.0,15.6,63.3,0.0,1025.2,-999
NZWKA,202402150530,350,9,13,23.2,15.8,63.3,0.0,1025.3,-999
NZWKA,202402150600,340,8,13,22.7,16.0,65.8,0.0,1025.3,-999
NZWKA,202402150630,340,8,13,22.2,16.1,68.1,0.0,1025.7,-999
NZWKA,202402150700,330,6,11,21.8,16.4,71.6,0.0,1026.0,-999
NZWKA,202402150730,330,6,10,21.2,15.8,71.5,0.0,1026.2,-999
NZWKA,202402150800,330,5,8,20.9,16.0,73.8,0.0,1026.6,FEW025 
NZWKA,202402150830,330,4,8,20.6,16.2,76.0,0.0,1026.8,FEW028 
NZWKA,202402150900,330,5,7,20.5,16.3,76.7,0.0,1027.0,FEW027 
NZWKA,202402150930,330,5,8,20.7,16.9,78.7,0.0,1027.0,SCT030 
NZWKA,202402151000,330,4,8,20.3,16.7,79.6,0.0,1026.9,FEW027 
NZWKA,202402151030,320,4,7,19.9,16.6,81.2,0.0,1026.9,SCT027 
NZWKA,202402151100,260,2,6,18.1,15.9,87.1,0.0,1027.0,FEW025 BKN042 
NZWKA,202402151130,320,3,5,17.6,15.6,88.2,0.0,1026.9,BKN044 
NZWKA,202402151200,160,2,7,17.1,15.5,90.6,0.0,1026.8,FEW045 OVC055 
NZWKA,202402151230,170,1,7,17.3,15.9,91.5,0.0,1026.8,FEW023 BKN065 
NZWKA,202402151300,190,3,5,17.5,15.9,90.5,0.0,1026.5,FEW023 BKN043 OVC065
NZWKA,202402151330,180,3,6,16.9,15.3,90.5,0.0,1026.4,FEW026 BKN049 
NZWKA,202402151400,160,4,6,16.5,15.2,91.8,0.0,1026.3,FEW050 
NZWKA,202402151430,140,3,6,16.4,15.4,93.3,0.0,1026.2,-999
NZWKA,202402151500,150,3,5,16.1,15.0,93.6,0.0,1026.2,-999
NZWKA,202402151530,150,5,6,15.2,14.1,93.5,0.0,1026.1,-999
NZWKA,202402151600,180,4,6,14.9,13.9,94.1,0.0,1026.2,-999
NZWKA,202402151630,170,3,6,14.7,14.0,95.3,0.0,1026.4,FEW022 
NZWKA,202402151700,190,3,4,14.5,13.9,96.0,0.0,1026.6,SCT024 BKN050 
NZWKA,202402151730,190,2,4,15.0,14.4,96.2,0.0,1026.7,OVC055 
NZWKA,202402151800,200,2,4,15.0,14.3,96.0,0.0,1027.1,FEW022 BKN055 
NZWKA,202402151830,140,3,4,15.8,15.2,96.4,0.0,1027.2,SCT055 
NZWKA,202402151900,120,3,4,17.5,16.8,95.9,0.0,1027.4,BKN055 
NZWKA,202402151930,170,5,8,19.5,17.1,86.1,0.0,1027.7,BKN060 
NZWKA,202402152000,130,2,8,21.9,18.0,78.2,0.0,1027.7,BKN060 
NZWKA,202402152030,130,3,7,22.6,17.2,71.5,0.0,1027.8,FEW060 
NZWKA,202402152100,240,2,6,22.9,16.4,66.9,0.0,1027.8,-999
NZWKA,202402152130,10,6,9,23.4,17.4,69.1,0.0,1027.7,SCT026 
NZWKA,202402152200,30,7,10,23.7,17.2,67.1,0.0,1027.5,-999
NZWKA,202402152230,10,7,10,23.5,16.4,64.4,0.0,1027.5,-999
NZWKA,202402152300,360,8,11,23.9,16.4,63.2,0.0,1027.3,-999
NZWMX,202402142330,310,10,-999,21.0,16.0,73.0,0.0,1022.4,-999
NZWMX,202402150000,330,9,-999,21.8,16.3,71.0,0.0,1022.2,-999
NZWMX,202402150030,330,9,-999,22.9,16.7,68.0,0.0,1022.3,-999
NZWMX,202402150100,330,9,-999,22.8,16.6,68.0,0.0,1022.2,-999
NZWMX,202402150130,330,9,-999,23.0,16.3,66.0,0.0,1022.2,-999
NZWMX,202402150200,310,9,-999,23.4,16.2,64.0,0.0,1022.2,-999
NZWMX,202402150230,290,11,-999,22.3,14.4,61.0,0.0,1022.2,-999
NZWMX,202402150300,300,12,-999,22.6,14.7,61.0,0.0,1022.2,-999
NZWMX,202402150330,300,10,-999,22.6,15.2,63.0,0.0,1022.4,-999
NZWMX,202402150400,310,8,-999,22.8,15.4,63.0,0.0,1022.4,-999
NZWMX,202402150430,300,9,-999,21.7,14.8,65.0,0.0,1022.3,-999
NZWMX,202402150500,310,8,-999,21.4,15.0,67.0,0.0,1022.3,-999
NZWMX,202402150530,330,9,-999,21.5,15.3,68.0,0.0,1022.2,-999
NZWMX,202402150600,310,8,-999,19.8,14.8,73.0,0.0,1022.1,-999
NZWMX,202402150630,320,8,-999,19.1,14.6,75.0,0.0,1022.2,-999
NZWMX,202402150700,330,8,-999,18.2,14.3,78.0,0.0,1022.5,-999
NZWMX,202402150730,350,7,-999,17.7,14.8,83.0,0.0,1022.4,-999
NZWMX,202402150800,330,6,-999,17.5,14.8,84.0,0.0,1022.7,-999
NZWMX,202402150830,340,8,-999,17.5,14.8,84.0,0.0,1023.1,-999
NZWMX,202402150900,340,6,-999,17.6,15.0,85.0,0.0,1023.8,-999
NZWMX,202402150930,340,6,-999,17.7,15.1,85.0,0.0,1024.0,-999
NZWMX,202402151000,340,6,-999,17.6,15.0,85.0,0.0,1023.9,-999
NZWMX,202402151030,350,6,-999,17.6,15.0,85.0,0.0,1023.9,-999
NZWMX,202402151100,350,5,-999,17.6,15.0,85.0,0.0,1023.9,-999
NZWMX,202402151130,350,6,-999,17.5,14.6,83.0,0.0,1023.8,-999
NZWMX,202402151200,20,4,-999,17.4,14.5,83.0,0.0,1024.0,-999
NZWMX,202402151230,30,3,-999,17.3,14.2,82.0,0.0,1023.8,-999
NZWMX,202402151300,50,5,-999,17.4,14.1,81.0,0.0,1024.0,-999
NZWMX,202402151330,360,2,-999,17.5,13.8,79.0,0.0,1024.0,-999
NZWMX,202402151400,330,2,-999,17.4,14.3,82.0,0.0,1024.3,-999
NZWMX,202402151430,350,5,-999,17.4,14.9,85.0,0.0,1024.2,-999
NZWMX,202402151500,360,4,-999,17.6,15.0,85.0,0.0,1024.1,-999
NZWMX,202402151530,340,4,-999,17.7,15.3,86.0,0.0,1024.4,-999
NZWMX,202402151600,10,3,-999,17.7,15.3,86.0,0.0,1024.5,-999
NZWMX,202402151630,360,5,-999,17.7,15.5,87.0,0.0,1024.4,-999
NZWMX,202402151700,340,4,-999,17.7,15.3,86.0,0.0,1024.5,-999
NZWMX,202402151730,360,6,-999,17.7,15.3,86.0,0.0,1024.9,-999
NZWMX,202402151800,340,5,-999,17.8,15.6,87.0,0.0,1025.3,-999
NZWMX,202402151830,340,6,-999,17.9,15.5,86.0,0.0,1025.5,-999
NZWMX,202402151900,330,7,-999,18.3,15.7,85.0,0.0,1025.6,-999
NZWMX,202402151930,340,6,-999,19.1,16.0,82.0,0.0,1025.8,-999
NZWMX,202402152000,330,7,-999,19.1,15.8,81.0,0.0,1026.0,-999
NZWMX,202402152030,340,7,-999,18.9,15.4,80.0,0.0,1026.2,-999
NZWMX,202402152100,330,6,-999,19.6,15.7,78.0,0.0,1026.2,-999
NZWMX,202402152130,340,6,-999,19.8,15.9,78.0,0.0,1026.4,-999
NZWMX,202402152200,330,6,-999,20.5,16.1,76.0,0.0,1026.5,-999
NZWMX,202402152230,330,6,-999,21.2,16.4,74.0,0.0,1026.5,-999
NZWMX,202402152300,320,6,-999,20.7,16.3,76.0,0.0,1026.4,-999
NZWN,202402142330,360,22,-999,22,15,-999,-999,1021,SCT021 BKN026 
NZWN,202402150000,350,20,-999,22,15,-999,-999,1021,SCT024 BKN029 
NZWN,202402150030,350,19,-999,22,14,-999,-999,1021,BKN027 
NZWN,202402150100,360,21,-999,22,15,-999,-999,1021,SCT029 
NZWN,202402150130,350,19,-999,23,14,-999,-999,1021,SCT031 
NZWN,202402150200,360,22,-999,22,13,-999,-999,1021,SCT032 
NZWN,202402150230,350,18,-999,22,12,-999,-999,1021,FEW033 
NZWN,202402150300,340,18,-999,23,12,-999,-999,1021,-999
NZWN,202402150330,340,22,-999,22,12,-999,-999,1021,-999
NZWN,202402150400,340,17,-999,22,13,-999,-999,1021,-999
NZWN,202402150430,330,16,-999,21,14,-999,-999,1021,-999
NZWN,202402150500,330,14,-999,21,14,-999,-999,1021,-999
NZWN,202402150530,340,18,-999,21,14,-999,-999,1021,-999
NZWN,202402150600,340,20,-999,20,14,-999,-999,1021,-999
NZWN,202402150630,330,15,-999,21,13,-999,-999,1021,-999
NZWN,202402150700,340,17,-999,20,13,-999,-999,1021,-999
NZWN,202402150730,330,17,-999,20,14,-999,-999,1021,-999
NZWN,202402150800,340,13,-999,20,13,-999,-999,1021,-999
NZWN,202402150830,330,15,-999,19,14,-999,-999,1022,-999
NZWN,202402150900,330,17,-999,19,15,-999,-999,1022,-999
NZWN,202402150930,340,14,-999,19,15,-999,-999,1022,FEW020 
NZWN,202402151000,350,17,-999,19,14,-999,-999,1022,FEW022 
NZWN,202402151030,340,13,-999,19,14,-999,-999,1022,-999
NZWN,202402151100,350,15,-999,19,14,-999,-999,1022,-999
NZWN,202402151130,350,14,-999,19,13,-999,-999,1022,-999
NZWN,202402151200,360,16,-999,19,13,-999,-999,1023,-999
NZWN,202402151230,350,15,-999,19,13,-999,-999,1023,-999
NZWN,202402151300,340,15,-999,19,13,-999,-999,1023,-999
NZWN,202402151330,350,16,-999,19,14,-999,-999,1023,-999
NZWN,202402151400,350,17,-999,19,15,-999,-999,1023,-999
NZWN,202402151430,350,15,-999,19,15,-999,-999,1023,-999
NZWN,202402151500,350,15,-999,19,15,-999,-999,1023,-999
NZWN,202402151530,360,14,-999,18,15,-999,-999,1023,-999
NZWN,202402151600,350,11,-999,19,15,-999,-999,1023,-999
NZWN,202402151630,340,10,-999,19,15,-999,-999,1023,-999
NZWN,202402151700,350,13,-999,18,16,-999,-999,1024,-999
NZWN,202402151730,350,13,-999,18,16,-999,-999,1024,-999
NZWN,202402151800,350,13,-999,18,16,-999,-999,1024,SCT016 
NZWN,202402151830,350,11,-999,18,16,-999,-999,1025,BKN016 
NZWN,202402151900,360,14,-999,19,16,-999,-999,1025,SCT017 
NZWN,202402151930,360,13,-999,19,16,-999,-999,1025,BKN017 
NZWN,202402152000,350,14,-999,19,16,-999,-999,1025,SCT016 BKN022 
NZWN,202402152030,360,14,-999,20,16,-999,-999,1025,SCT018 BKN025 
NZWN,202402152100,350,15,-999,20,16,-999,-999,1025,BKN019 BKN024 BKN031
NZWN,202402152130,350,14,-999,21,16,-999,-999,1025,BKN020 BKN025 
NZWN,202402152200,360,15,-999,22,16,-999,-999,1026,SCT019 BKN027 BKN033
NZWN,202402152230,360,16,-999,22,16,-999,-999,1026,BKN023 BKN031 
NZWN,202402152300,360,17,-999,22,16,-999,-999,1026,SCT023 BKN029 
NZWNA,202402142330,360,22,37,22.1,15.4,65.6,0.0,1021.5,SCT021 BKN026 
NZWNA,202402150000,350,20,37,21.9,14.5,62.9,0.0,1021.3,SCT024 BKN029 
NZWNA,202402150030,350,19,31,22.0,13.9,60.1,0.0,1021.5,BKN027 
NZWNA,202402150100,360,21,35,22.2,14.7,62.3,0.0,1021.3,SCT029 SCT220 
NZWNA,202402150130,350,19,35,22.6,14.4,59.7,0.0,1021.4,SCT031 
NZWNA,202402150200,360,22,34,21.9,13.0,57.1,0.0,1021.6,SCT032 
NZWNA,202402150230,350,18,34,22.4,12.2,52.5,0.0,1021.4,FEW033 
NZWNA,202402150300,340,18,34,22.7,12.1,51.1,0.0,1021.6,-999
NZWNA,202402150330,340,22,36,22.0,12.0,52.9,0.0,1021.3,-999
NZWNA,202402150400,340,17,36,22.1,13.2,56.9,0.0,1021.7,-999
NZWNA,202402150430,330,16,35,20.7,14.2,66.4,0.0,1021.7,-999
NZWNA,202402150500,330,14,35,21.2,14.1,64.1,0.0,1021.5,-999
NZWNA,202402150530,340,18,31,20.6,13.8,64.9,0.0,1021.4,FEW240 
NZWNA,202402150600,340,20,31,20.4,13.5,64.6,0.0,1021.3,-999
NZWNA,202402150630,330,15,31,20.5,13.4,63.9,0.0,1021.3,-999
NZWNA,202402150700,340,17,28,20.2,12.9,62.9,0.0,1021.5,FEW230 
NZWNA,202402150730,330,17,29,19.5,13.6,68.8,0.0,1021.5,-999
NZWNA,202402150800,340,13,29,19.5,13.4,67.8,0.0,1021.9,-999
NZWNA,202402150830,330,15,27,19.1,14.2,73.3,0.0,1022.2,-999
NZWNA,202402150900,330,17,28,19.0,14.7,76.0,0.0,1022.7,-999
NZWNA,202402150930,340,14,28,18.9,14.6,75.9,0.0,1022.9,FEW020 
NZWNA,202402151000,350,17,27,18.8,14.3,75.2,0.0,1022.9,FEW022 
NZWNA,202402151030,340,13,27,18.9,13.9,72.5,0.0,1022.8,-999
NZWNA,202402151100,350,15,25,18.8,13.7,72.1,0.0,1022.7,-999
NZWNA,202402151130,350,14,25,18.8,13.3,70.3,0.0,1022.9,-999
NZWNA,202402151200,360,16,23,19.0,13.1,68.4,0.0,1023.0,-999
NZWNA,202402151230,350,15,28,19.1,12.9,67.4,0.0,1023.1,-999
NZWNA,202402151300,340,15,28,19.2,13.1,67.8,0.0,1023.0,FEW240 
NZWNA,202402151330,350,16,25,19.0,14.0,72.8,0.0,1023.1,SCT210 BKN230 
NZWNA,202402151400,350,17,25,18.7,14.8,78.3,0.0,1023.3,BKN200 
NZWNA,202402151430,350,15,27,18.6,14.8,78.7,0.0,1023.3,BKN200 BKN220 
NZWNA,202402151500,350,15,27,18.6,14.7,78.2,0.0,1023.2,FEW150 SCT200 
NZWNA,202402151530,360,14,21,18.3,15.1,81.6,0.0,1023.5,FEW150 
NZWNA,202402151600,350,11,21,18.5,15.1,80.7,0.0,1023.6,-999
NZWNA,202402151630,340,10,20,18.5,15.2,80.9,0.0,1023.8,FEW220 
NZWNA,202402151700,350,13,20,18.1,15.6,85.4,0.0,1024.0,-999
NZWNA,202402151730,350,13,21,18.2,15.8,86.1,0.0,1024.3,-999
NZWNA,202402151800,350,13,21,18.2,16.0,87.0,0.0,1024.7,SCT016 
NZWNA,202402151830,350,11,18,18.3,16.0,86.3,0.0,1025.0,BKN016 
NZWNA,202402151900,360,14,21,18.8,16.1,84.1,0.0,1025.0,SCT017 BKN140 
NZWNA,202402151930,360,13,21,18.9,16.0,83.3,0.0,1025.3,BKN017 BKN140 
NZWNA,202402152000,350,14,22,19.2,16.1,82.1,0.0,1025.5,SCT016 BKN022 BKN150
NZWNA,202402152030,360,14,22,19.7,16.1,79.7,0.0,1025.7,SCT018 BKN025 BKN140
NZWNA,202402152100,350,15,21,20.0,15.7,76.1,0.0,1025.9,BKN019 BKN024 BKN031
NZWNA,202402152130,350,14,21,20.7,15.9,73.8,0.0,1025.9,BKN020 BKN025 
NZWNA,202402152200,360,15,24,22.0,15.8,67.9,0.0,1026.2,SCT019 BKN027 BKN033
NZWNA,202402152230,360,16,24,22.4,15.8,66.4,0.0,1026.1,BKN023 BKN031 
NZWNA,202402152300,360,17,23,22.4,15.5,64.9,0.0,1026.0,SCT023 BKN029 
NZWOA,202402142330,330,8,18,25.4,13.9,49.0,0.0,1023.0,-999
NZWOA,202402150000,330,7,14,26.0,14.1,47.9,0.0,1022.7,-999
NZWOA,202402150030,320,5,13,26.8,13.1,42.9,0.0,1022.3,-999
NZWOA,202402150100,340,6,12,27.6,14.5,44.8,0.0,1022.1,-999
NZWOA,202402150130,340,7,12,27.6,11.7,37.3,0.0,1021.9,-999
NZWOA,202402150200,320,7,12,28.2,12.5,38.0,0.0,1021.7,-999
NZWOA,202402150230,310,9,15,28.9,12.5,36.6,0.0,1021.3,-999
NZWOA,202402150300,300,8,15,28.9,11.1,33.1,0.0,1021.0,-999
NZWOA,202402150330,300,8,16,29.0,12.4,36.0,0.0,1021.0,-999
NZWOA,202402150400,300,10,19,28.9,12.2,35.7,0.0,1021.1,-999
NZWOA,202402150430,290,10,19,28.7,12.2,36.2,0.0,1021.2,-999
NZWOA,202402150500,300,7,17,28.2,12.4,37.7,0.0,1021.3,-999
NZWOA,202402150530,300,6,16,27.6,12.9,40.5,0.0,1021.5,-999
NZWOA,202402150600,310,8,12,26.7,13.8,45.0,0.0,1021.8,-999
NZWOA,202402150630,320,7,12,24.3,13.2,49.9,0.0,1022.2,-999
NZWOA,202402150700,320,8,11,23.2,13.5,54.6,0.0,1022.6,-999
NZWOA,202402150730,320,9,13,22.9,13.9,56.8,0.0,1023.1,-999
NZWOA,202402150800,330,12,17,22.9,14.1,57.5,0.0,1023.6,-999
NZWOA,202402150830,330,10,17,21.8,14.2,61.9,0.0,1024.3,-999
NZWOA,202402150900,10,8,17,20.3,14.0,67.0,0.0,1024.7,-999
NZWOA,202402150930,20,10,14,20.0,14.0,68.0,0.0,1024.8,-999
NZWOA,202402151000,350,9,13,20.5,13.9,65.9,0.0,1024.8,-999
NZWOA,202402151030,350,7,13,18.6,13.7,73.2,0.0,1024.8,-999
NZWOA,202402151100,20,2,10,17.9,13.5,75.7,0.0,1025.0,-999
NZWOA,202402151130,320,3,-999,18.2,13.6,74.3,-999,1025.1,-999
NZWOA,202402151200,360,6,-999,16.8,13.1,78.7,-999,1025.0,-999
NZWOA,202402151230,340,4,7,16.7,13.2,79.8,0.0,1024.9,-999
NZWOA,202402151300,10,3,6,15.1,12.4,84.1,0.0,1024.6,-999
NZWOA,202402151330,330,6,8,16.5,13.0,79.5,0.0,1024.4,-999
NZWOA,202402151400,350,6,9,16.7,13.3,80.3,0.0,1024.5,-999
NZWOA,202402151430,10,7,11,16.5,13.4,82.0,0.0,1024.5,-999
NZWOA,202402151500,340,8,11,16.1,13.5,84.5,0.0,1024.6,-999
NZWOA,202402151530,350,5,11,15.3,13.1,86.8,0.0,1024.9,-999
NZWOA,202402151600,350,6,9,14.4,12.5,88.5,0.0,1025.0,-999
NZWOA,202402151630,350,7,11,15.4,13.3,87.0,0.0,1025.0,-999
NZWOA,202402151700,360,4,11,14.4,12.8,90.5,0.0,1025.4,-999
NZWOA,202402151730,340,5,10,14.1,12.8,91.7,0.0,1025.7,-999
NZWOA,202402151800,10,3,8,14.6,12.8,88.9,0.0,1026.1,-999
NZWOA,202402151830,350,7,10,15.7,14.0,89.4,0.0,1026.1,-999
NZWOA,202402151900,360,7,10,17.4,14.5,82.9,0.0,1026.3,-999
NZWOA,202402151930,360,6,10,19.1,14.9,76.7,0.0,1026.6,-999
NZWOA,202402152000,350,4,10,21.0,15.1,68.8,0.0,1026.6,-999
NZWOA,202402152030,360,6,9,22.3,15.4,65.2,0.0,1026.6,-999
NZWOA,202402152100,300,7,11,23.2,13.3,53.6,0.0,1026.6,-999
NZWOA,202402152130,300,7,11,23.8,13.4,52.1,0.0,1026.8,-999
NZWOA,202402152200,330,5,11,24.0,13.7,52.4,0.0,1026.6,-999
NZWOA,202402152230,340,5,12,24.9,13.8,50.1,0.0,1026.4,-999
NZWOA,202402152300,290,6,12,25.2,14.2,50.4,0.0,1026.2,-999
NZWP,202402142330,50,10,-999,25,14,-999,-999,1024,FEW035 BKN045 BKN060
NZWP,202402150000,50,11,-999,25,14,-999,-999,1024,SCT035 
NZWP,202402150100,40,12,-999,26,14,-999,-999,1024,SCT035 
NZWP,202402150200,50,10,-999,25,14,-999,-999,1024,SCT035 
NZWP,202402150300,40,13,-999,25,15,-999,-999,1024,SCT035 
NZWP,202402150400,40,13,-999,25,15,-999,-999,1023,SCT035 
NZWP,202402150500,50,13,-999,24,17,-999,-999,1024,-999
NZWP,202402150530,40,14,-999,24,16,-999,-999,1024,FEW032 
NZWP,202402150600,40,10,-999,23,16,-999,-999,1024,-999
NZWP,202402150630,40,10,-999,22,16,-999,-999,1024,-999
NZWP,202402150700,30,7,-999,22,16,-999,-999,1025,-999
NZWP,202402150730,30,5,-999,21,16,-999,-999,1025,-999
NZWP,202402150800,20,7,-999,20,16,-999,-999,1025,-999
NZWP,202402150830,40,3,-999,20,16,-999,-999,1025,-999
NZWP,202402150900,60,2,-999,19,16,-999,-999,1026,-999
NZWP,202402150930,100,1,-999,19,16,-999,-999,1026,-999
NZWP,202402151000,40,3,-999,19,16,-999,-999,1026,-999
NZWP,202402151030,360,3,-999,18,16,-999,-999,1026,-999
NZWP,202402151100,270,4,-999,18,15,-999,-999,1026,-999
NZWP,202402151130,280,3,-999,17,15,-999,-999,1026,-999
NZWP,202402151200,260,2,-999,16,15,-999,-999,1026,-999
NZWP,202402151230,40,1,-999,16,15,-999,-999,1026,-999
NZWP,202402151300,280,3,-999,16,15,-999,-999,1026,-999
NZWP,202402151330,270,3,-999,15,15,-999,-999,1025,-999
NZWP,202402151400,260,3,-999,15,14,-999,-999,1025,FEW020 
NZWP,202402151430,260,3,-999,15,14,-999,-999,1025,BKN020 BKN026 
NZWP,202402151500,300,3,-999,14,14,-999,-999,1025,BKN022 BKN031 
